Id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color
14319, Fiesta,2017,9899,Manual,22711,Diesel,145,88.3,1.5,orange
14320, Fiesta,2015,8669,Manual,16925,Petrol,0,65.7,1.0,gray
14321, Fiesta,2015,6799,Manual,43670,Diesel,0,88.3,1.5,black
14322, Fiesta,2016,7744,Manual,22692,Petrol,125,54.3,1.2,green
14323, Kuga,2014,10399,Manual,48739,Diesel,160,47.9,2.0,white
14324, Focus,2018,10798,Manual,14678,Petrol,145,61.4,1.0,gray
14325, Kuga,2014,9870,Manual,39663,Diesel,145,53.3,2.0,orange
14326, Grand C-MAX,2016,9999,Manual,31860,Diesel,30,64.2,1.5,blue
14327, Fiesta,2015,8284,Manual,11498,Diesel,0,88.3,1.5,blue
14328, Fiesta,2017,7849,Manual,19298,Petrol,145,65.7,1.0,blue
14329, Focus,2017,11799,Manual,17315,Diesel,145,74.3,1.5,red
14330, Fiesta,2016,8284,Manual,12956,Petrol,0,65.7,1.0,green
14331, Fiesta,2018,12764,Manual,15900,Petrol,145,58.9,1.0,red
14332, Fiesta,2015,7999,Automatic,19581,Petrol,145,47.9,1.6,green
14333, Fiesta,2016,8574,Manual,12620,Petrol,0,65.7,1.0,blue
14334, Fiesta,2018,9698,Manual,14961,Petrol,145,55.4,1.1,silver
14335, Fiesta,2017,9191,Manual,10729,Petrol,145,64.2,1.1,gray
14336, Kuga,2018,17923,Manual,19908,Diesel,145,60.1,2.0,silver
14337, Fiesta,2016,7058,Manual,15140,Petrol,125,54.3,1.2,green
14338, Focus,2015,8382,Manual,34808,Petrol,160,44.8,1.6,silver
14339, Fiesta,2016,11499,Manual,19436,Petrol,145,47.9,1.6,green
14340, Focus,2018,12995,Manual,18670,Petrol,145,57.7,1.0,red
14341, Focus,2017,11295,Manual,19337,Petrol,145,60.1,1.0,blue
14342, Kuga,2017,14250,Manual,26814,Petrol,160,45.6,1.5,gray
14343, Fiesta,2015,6799,Manual,67391,Petrol,0,65.7,1.0,blue
14344, Kuga,2016,13699,Manual,33338,Diesel,125,60.1,2.0,gray
14345, Fiesta,2015,9880,Manual,37666,Petrol,145,47.9,1.6,yellow
14346, B-MAX,2017,9694,Manual,9073,Petrol,30,55.4,1.0,black
14347, Focus,2019,18499,Manual,4945,Petrol,145,50.4,1.5,yellow
14348, Focus,2013,7182,Manual,56984,Diesel,20,67.3,1.6,blue
14349, Focus,2018,14299,Manual,7498,Petrol,145,57.7,1.0,gray
14350, Fiesta,2017,8999,Manual,6238,Petrol,145,64.2,1.1,gray
14351, S-MAX,2017,18499,Automatic,10172,Diesel,145,52.3,2.0,silver
14352, Fiesta,2017,8999,Manual,10731,Petrol,145,64.2,1.1,blue
14353, C-MAX,2013,5399,Manual,76156,Petrol,160,42.8,1.6,red
14354, Focus,2016,8490,Manual,20587,Petrol,20,61.4,1.0,orange
14355, Focus,2016,13890,Manual,35842,Diesel,20,67.3,2.0,gray
14356, Kuga,2015,13590,Automatic,19673,Diesel,150,52.3,2.0,black
14357, Focus,2016,14690,Manual,31452,Diesel,20,67.3,2.0,yellow
14358, Kuga,2018,12999,Automatic,34592,Diesel,145,58.9,1.5,red
14359, Kuga,2016,12999,Manual,36061,Diesel,125,60.1,2.0,red
14360, Fiesta,2014,6499,Manual,30876,Diesel,0,76.4,1.5,orange
14361, Fiesta,2016,7541,Manual,14299,Petrol,125,54.3,1.2,black
14362, Fiesta,2018,11980,Manual,20257,Petrol,145,65.7,1.0,red
14363, Fiesta,2018,10999,Manual,25424,Diesel,145,58.9,1.5,red
14364, Grand Tourneo Connect,2017,24500,Manual,9000,Diesel,145,64.2,1.5,black
14365, Fiesta,2018,9990,Manual,20528,Petrol,145,56.5,1.0,blue
14366, EcoSport,2016,8690,Manual,16838,Petrol,160,44.8,1.5,gray
14367, Focus,2013,5995,Manual,58610,Petrol,145,47.9,1.6,red
14368, Mondeo,2002,895,Manual,136784,Petrol,300,36.2,1.8,blue
14369, Fiesta,2015,7390,Manual,36236,Petrol,0,65.7,1.0,red
14370, Fiesta,2019,12790,Manual,10824,Petrol,145,58.9,1.0,silver
14371, B-MAX,2017,9490,Manual,9850,Petrol,145,56.5,1.0,yellow
14372, Fiesta,2017,7990,Manual,24003,Petrol,145,64.2,1.1,red
14373, C-MAX,2018,12699,Manual,8702,Petrol,145,55.4,1.0,silver
14374, Fusion,2011,3999,Manual,35006,Petrol,200,42.8,1.6,green
14375, Kuga,2017,13968,Manual,23452,Diesel,30,64.2,1.5,orange
14376, Focus,2013,6143,Manual,40428,Petrol,20,58.9,1.0,gray
14377, Focus,2015,12942,Manual,30768,Petrol,200,41.5,2.0,orange
14378, B-MAX,2015,6999,Manual,50123,Petrol,30,55.4,1.0,black
14379, Kuga,2018,18328,Manual,11581,Petrol,145,39.2,1.5,white
14380, Focus,2016,11499,Manual,24845,Diesel,20,70.6,2.0,silver
14381, Fiesta,2013,5356,Manual,69078,Diesel,0,85.6,1.6,white
14382, Focus,2017,11899,Manual,17445,Petrol,145,60.1,1.0,black
14383, Grand C-MAX,2013,6826,Automatic,60037,Diesel,160,48.7,2.0,white
14384, Focus,2019,17999,Automatic,2594,Diesel,145,67.3,1.5,black
14385, Focus,2019,17999,Automatic,1480,Diesel,145,64.2,2.0,white
14386, Galaxy,2016,14999,Manual,32170,Diesel,125,56.5,2.0,orange
14387, Focus,2015,8899,Automatic,7802,Petrol,160,44.8,1.6,white
14388, Kuga,2015,11589,Manual,13586,Diesel,125,60.1,2.0,yellow
14389, Mondeo,2018,14399,Automatic,22645,Diesel,145,45.6,2.0,yellow
14390, Edge,2018,22999,Automatic,15471,Diesel,145,48.7,2.0,orange
14391, Kuga,2017,16499,Manual,19610,Diesel,145,60.1,2.0,yellow
14392, Grand C-MAX,2016,10499,Automatic,17893,Diesel,30,58.9,1.5,silver
14393, Kuga,2017,12999,Manual,40860,Diesel,125,60.1,2.0,blue
14394, Kuga,2019,15541,Manual,13952,Diesel,145,54.3,1.5,gray
14395, Focus,2012,5379,Manual,71963,Petrol,145,47.9,1.6,silver
14396, Fiesta,2015,7626,Manual,22501,Diesel,0,78.5,1.5,silver
14397, Focus,2014,8483,Manual,48739,Petrol,20,60.1,1.0,white
14398, Focus,2019,18699,Automatic,3588,Petrol,145,39.2,1.5,gray
14399, Focus,2019,18599,Automatic,3720,Diesel,145,64.2,2.0,orange
14400, Focus,2019,16999,Manual,4714,Diesel,145,57.7,1.5,silver
14401, Fiesta,2015,6733,Manual,74133,Petrol,0,65.7,1.0,black
14402, Focus,2017,12599,Manual,22111,Petrol,145,50.4,1.5,red
14403, C-MAX,2013,6526,Manual,29349,Petrol,160,42.8,1.6,blue
14404, Focus,2016,14999,Manual,32990,Diesel,20,67.3,2.0,blue
14405, Focus,2018,13999,Manual,8666,Petrol,145,57.7,1.0,blue
14406, Fiesta,2017,9999,Manual,7805,Petrol,145,64.2,1.1,orange
14407, C-MAX,2014,8000,Manual,20556,Diesel,30,61.4,1.6,red
14408, Grand C-MAX,2016,13499,Manual,19525,Diesel,125,56.5,2.0,black
14409, Focus,2015,8350,Automatic,18403,Petrol,160,44.8,1.6,silver
14410, Focus,2018,16999,Manual,9577,Diesel,145,74.3,1.5,silver
14411, Focus,2019,17699,Automatic,1821,Diesel,145,74.3,1.5,silver
14412, Fiesta,2017,9899,Manual,22385,Petrol,145,65.7,1.0,red
14413, Focus,2012,7490,Manual,43325,Petrol,145,47.9,1.6,yellow
14414, Fiesta,2009,3990,Manual,53583,Diesel,20,67.3,1.4,orange
14415, Grand C-MAX,2011,5490,Manual,64000,Petrol,200,40.9,1.6,white
14416, Fiesta,2014,7676,Manual,22358,Diesel,0,76.4,1.5,red
14417, S-MAX,2016,15369,Manual,36932,Diesel,125,56.5,2.0,gray
14418, Kuga,2013,9218,Manual,50834,Diesel,145,53.3,2.0,red
14419, Focus,2017,12500,Manual,8220,Diesel,0,74.3,1.5,yellow
14420, Fiesta,2015,7960,Manual,17164,Petrol,0,65.7,1.0,blue
14421, Fiesta,2012,6490,Manual,28000,Petrol,125,48.7,1.4,silver
14422, Focus,2011,5450,Manual,63000,Diesel,20,67.3,1.6,green
14423, Mondeo,2009,4150,Manual,79000,Diesel,200,44.8,2.2,red
14424, Galaxy,2012,7990,Manual,75179,Diesel,165,49.6,2.0,orange
14425, Fiesta,2016,8999,Automatic,16213,Petrol,0,57.7,1.0,blue
14426, Mondeo,2015,10190,Manual,37406,Diesel,20,68.9,2.0,yellow
14427, Fiesta,2013,4940,Manual,39932,Petrol,30,54.3,1.2,green
14428, Fiesta,2016,6870,Manual,67901,Petrol,125,54.3,1.2,black
14429, Fiesta,2015,9640,Manual,28088,Petrol,145,47.9,1.6,silver
14430, Focus,2016,8940,Manual,48687,Diesel,0,74.3,1.5,yellow
14431, Focus,2015,7996,Manual,44000,Petrol,20,60.1,1.0,green
14432, B-MAX,2013,5473,Manual,50174,Petrol,30,55.4,1.0,silver
14433, Focus,2017,9699,Manual,23183,Petrol,145,60.1,1.0,blue
14434, Focus,2017,12495,Automatic,20693,Petrol,145,46.3,1.5,white
14435, Fiesta,2018,11999,Manual,5612,Petrol,145,65.7,1.0,red
14436, Fiesta,2018,9999,Manual,9813,Petrol,145,64.2,1.1,red
14437, Focus,2014,7000,Manual,43016,Diesel,20,67.3,1.6,yellow
14438, Galaxy,2016,12940,Manual,85259,Diesel,125,56.5,2.0,white
14439, Fiesta,2016,7989,Manual,75929,Diesel,0,78.5,1.5,blue
14440, Fiesta,2013,5949,Manual,52135,Diesel,0,85.6,1.6,gray
14441, Mondeo,2016,8640,Manual,88393,Diesel,30,64.2,2.0,red
14442, Mondeo,2017,10440,Manual,51318,Diesel,20,67.3,2.0,red
14443, Fiesta,2016,6940,Manual,75386,Diesel,0,78.5,1.5,white
14444, Fiesta,2018,9999,Manual,13614,Petrol,145,64.2,1.1,gray
14445, Fiesta,2018,9299,Manual,2398,Petrol,145,64.2,1.1,gray
14446, Focus,2018,15999,Manual,16582,Petrol,145,41.5,2.0,white
14447, EcoSport,2016,8499,Manual,31530,Petrol,125,53.3,1.0,silver
14448, Grand C-MAX,2018,15999,Automatic,1298,Diesel,145,51.4,1.5,silver
14449, Kuga,2014,8999,Manual,47772,Diesel,145,53.3,2.0,white
14450, Focus,2017,10999,Manual,15555,Petrol,145,58.9,1.0,yellow
14451, Focus,2018,10999,Manual,10374,Petrol,145,61.4,1.0,silver
14452, Focus,2014,8940,Automatic,29192,Petrol,160,44.8,1.6,red
14453, Focus,2014,6840,Manual,69000,Diesel,20,67.3,1.6,gray
14454, Focus,2015,5750,Manual,78000,Diesel,20,67.3,1.6,red
14455, Fiesta,2015,8845,Manual,29194,Petrol,0,65.7,1.0,yellow
14456, Fiesta,2014,6995,Manual,51438,Petrol,0,65.7,1.0,gray
14457, B-MAX,2013,5495,Manual,62774,Petrol,150,47.1,1.4,yellow
14458, Focus,2016,8497,Manual,52821,Diesel,0,74.3,1.5,orange
14459, Focus,2016,8470,Manual,89827,Diesel,0,74.3,1.5,silver
14460, C-MAX,2012,5270,Manual,87611,Petrol,200,42.8,1.6,white
14461, Fiesta,2017,9640,Manual,16697,Diesel,0,78.5,1.5,blue
14462, Fiesta,2014,7340,Manual,30000,Petrol,0,65.7,1.0,blue
14463, Fiesta,2014,6940,Manual,32000,Petrol,0,65.7,1.0,black
14464, Focus,2013,5749,Manual,69000,Petrol,30,56.5,1.0,silver
14465, Focus,2017,11333,Automatic,30452,Petrol,125,51.4,1.0,blue
14466, Fiesta,2016,8795,Manual,27705,Petrol,0,65.7,1.0,orange
14467, Fiesta,2008,3995,Manual,76517,Diesel,150,47.9,1.6,orange
14468, Mondeo,2016,8695,Manual,69778,Diesel,0,74.3,1.5,black
14469, Mondeo,2016,8995,Manual,79265,Diesel,30,64.2,2.0,green
14470, Fiesta,2015,8288,Manual,14653,Petrol,0,65.7,1.0,orange
14471, Mondeo,2015,8794,Manual,97000,Diesel,30,65.7,2.0,white
14472, Mondeo,2016,6993,Manual,112000,Diesel,20,67.3,2.0,black
14473, Fiesta,2018,11997,Manual,10230,Petrol,145,58.9,1.0,yellow
14474, EcoSport,2017,8697,Manual,33866,Petrol,125,52.3,1.0,black
14475, Fiesta,2018,10497,Manual,28247,Petrol,145,62.8,1.0,orange
14476, Edge,2017,19997,Automatic,20540,Diesel,160,48.7,2.0,blue
14477, Focus,2016,9797,Manual,25286,Diesel,0,74.3,1.5,yellow
14478, KA,2014,4490,Manual,49195,Petrol,30,57.7,1.2,green
14479, Mondeo,2012,4190,Manual,82773,Diesel,145,53.3,2.0,silver
14480, B-MAX,2015,7890,Automatic,16796,Petrol,160,44.1,1.6,yellow
14481, Kuga,2015,10488,Manual,59498,Diesel,125,60.1,2.0,red
14482, Fiesta,2014,6988,Manual,53987,Petrol,0,65.7,1.0,yellow
14483, EcoSport,2016,8688,Manual,17543,Petrol,160,44.8,1.5,white
14484, Focus,2017,10990,Manual,37287,Diesel,150,74.3,1.5,silver
14485, Kuga,2014,9970,Automatic,67401,Diesel,205,45.6,2.0,red
14486, Galaxy,2017,17970,Semi-Auto,27503,Diesel,145,52.3,2.0,gray
14487, Grand C-MAX,2013,8470,Automatic,47421,Diesel,165,48.7,2.0,red
14488, Focus,2018,11970,Manual,37349,Diesel,150,74.3,1.5,orange
14489, Focus,2019,15970,Automatic,404,Petrol,145,47.9,1.5,green
14490, Galaxy,2016,19970,Semi-Auto,10121,Diesel,145,52.3,2.0,black
14491, Galaxy,2013,6470,Manual,99900,Diesel,150,52.3,1.6,gray
14492, S-MAX,2012,10997,Automatic,39125,Diesel,200,47.1,2.0,green
14493, Fiesta,2017,9797,Manual,24138,Petrol,145,62.8,1.0,blue
14494, Focus,2017,11797,Manual,12255,Petrol,20,60.1,1.0,white
14495, Mondeo,2010,3692,Manual,113000,Diesel,160,50.4,2.0,red
14496, Mondeo,2017,7391,Manual,111000,Diesel,20,67.3,2.0,orange
14497, Mondeo,2016,6991,Manual,127000,Diesel,30,64.2,2.0,gray
14498, Mondeo,2015,6893,Manual,130000,Diesel,20,68.9,2.0,white
14499, Mondeo,2010,2694,Manual,130000,Diesel,145,53.3,2.0,gray
14500, Mondeo,2015,7991,Manual,90000,Diesel,20,68.9,2.0,gray
14501, Mondeo,2010,3692,Automatic,113000,Diesel,165,50.4,2.0,blue
14502, Kuga,2015,7991,Manual,128000,Diesel,150,54.3,2.0,green
14503, Mondeo,2016,7992,Manual,132000,Diesel,30,62.8,2.0,red
14504, Kuga,2015,7991,Manual,128000,Diesel,145,54.3,2.0,green
14505, Mondeo,2015,7792,Manual,100000,Diesel,20,68.9,2.0,green
14506, Mondeo,2017,7793,Manual,114000,Diesel,30,65.7,2.0,gray
14507, Mondeo,2015,6793,Manual,130000,Diesel,30,65.7,2.0,white
14508, Mondeo,2014,5393,Manual,132000,Diesel,30,61.4,2.0,silver
14509, Mondeo,2015,6391,Manual,142000,Diesel,20,68.9,2.0,red
14510, Kuga,2015,7992,Manual,123000,Diesel,125,60.1,2.0,silver
14511, Mondeo,2015,6793,Manual,130000,Diesel,30,65.7,2.0,gray
14512, Mondeo,2015,6391,Manual,110000,Diesel,20,67.3,2.0,blue
14513, Focus,2016,7793,Manual,100000,Diesel,20,70.6,2.0,black
14514, Kuga,2017,12491,Manual,96000,Diesel,150,54.3,2.0,black
14515, Mondeo,2015,6793,Manual,138000,Diesel,20,68.9,2.0,orange
14516, Mondeo,2007,1795,Manual,135391,Diesel,205,46.3,2.2,orange
14517, Fiesta,2015,9495,Manual,50460,Petrol,150,47.9,1.6,yellow
14518, Focus,2018,18490,Automatic,19398,Diesel,150,61.4,2.0,white
14519, Focus,2013,10899,Manual,55865,Petrol,235,39.2,2.0,black
14520, Fiesta,2011,3249,Manual,92737,Diesel,20,68.9,1.4,green
14521, Fiesta,2014,6949,Manual,41076,Petrol,0,65.7,1.0,silver
14522, Fiesta,2017,7393,Manual,102000,Petrol,150,65.7,1.0,blue
14523, Focus,2016,7793,Manual,106000,Diesel,20,70.6,2.0,gray
14524, Galaxy,2016,10792,Automatic,117000,Diesel,150,52.3,2.0,orange
14525, Mondeo,2016,7492,Manual,128000,Diesel,0,78.5,1.5,white
14526, Mondeo,2015,6793,Manual,130000,Diesel,20,68.9,2.0,green
14527, Mondeo,2015,7792,Manual,100000,Diesel,20,68.9,2.0,red
14528, Mondeo,2016,7792,Manual,105000,Diesel,0,78.5,1.5,red
14529, Fiesta,2007,1295,Manual,108475,Petrol,160,45.6,1.4,yellow
14530, Fiesta,2008,1495,Manual,118000,Diesel,30,62.8,1.4,gray
14531, Mondeo,2016,8795,Manual,94799,Diesel,30,64.2,2.0,blue
14532, Mondeo,2015,7991,Manual,90000,Diesel,20,68.9,2.0,yellow
14533, Mondeo,2016,8793,Manual,108000,Diesel,30,65.7,2.0,silver
14534, EcoSport,2018,15900,Automatic,5603,Petrol,145,48.7,1.0,yellow
14535, Fiesta,2014,6450,Manual,54486,Petrol,0,65.7,1.0,white
14536, Focus,2019,15500,Manual,3914,Petrol,145,60.1,1.0,blue
14537, Focus,2011,4899,Manual,77543,Diesel,20,67.3,1.6,black
14538, KA,2011,2890,Manual,67532,Petrol,30,57.7,1.2,gray
14539, Fiesta,2019,11990,Manual,12950,Diesel,150,58.9,1.5,black
14540, C-MAX,2016,9999,Automatic,14113,Diesel,20,64.2,1.5,red
14541, Focus,2018,12539,Manual,14952,Petrol,145,51.4,1.0,orange
14542, Fiesta,2017,10069,Manual,17613,Petrol,145,62.8,1.0,red
14543, Fiesta,2017,9739,Manual,23500,Petrol,20,62.8,1.0,blue
14544, Focus,2018,12089,Manual,28568,Diesel,145,74.3,1.5,yellow
14545, Fiesta,2016,10399,Manual,13475,Diesel,0,78.5,1.5,white
14546, Kuga,2016,12999,Manual,12825,Diesel,125,60.1,2.0,black
14547, Galaxy,2017,17999,Manual,35369,Diesel,125,56.5,2.0,white
14548, Fiesta,2016,8240,Manual,25388,Diesel,0,78.5,1.5,green
14549, Focus,2016,10795,Manual,16300,Petrol,20,60.1,1.0,blue
14550, Mondeo,2016,7492,Manual,128000,Diesel,0,78.5,1.5,green
14551, Focus,2015,5492,Manual,114000,Diesel,0,74.3,1.5,black
14552, Mondeo,2015,6391,Manual,110000,Diesel,20,67.3,2.0,yellow
14553, Kuga,2017,12491,Manual,96000,Diesel,145,54.3,2.0,blue
14554, Kuga,2015,8391,Manual,109000,Diesel,145,54.3,2.0,silver
14555, Mondeo,2010,3493,Manual,140000,Diesel,145,53.3,2.0,black
14556, Mondeo,2016,6992,Manual,134000,Diesel,20,67.3,2.0,blue
14557, Mondeo,2015,6793,Manual,138000,Diesel,20,68.9,2.0,blue
14558, Mondeo,2015,5991,Manual,130000,Diesel,0,78.5,1.5,black
14559, Kuga,2013,9921,Automatic,49372,Diesel,200,45.6,2.0,yellow
14560, Fiesta,2016,7548,Manual,17079,Petrol,125,54.3,1.2,silver
14561, Fiesta,2014,7299,Manual,31876,Petrol,0,65.7,1.0,blue
14562, Fiesta,2015,7499,Manual,58592,Diesel,0,78.5,1.5,gray
14563, C-MAX,2014,7470,Manual,39197,Diesel,30,61.4,1.6,black
14564, Kuga,2017,18849,Automatic,15073,Diesel,145,54.3,2.0,green
14565, Fiesta,2017,11799,Manual,26570,Petrol,145,47.9,1.6,green
14566, Mondeo,2018,13999,Automatic,34500,Diesel,145,45.6,2.0,blue
14567, Focus,2018,15999,Manual,7873,Diesel,145,80.7,1.5,red
14568, Focus,2016,8999,Manual,65920,Diesel,0,74.3,1.5,black
14569, Fiesta,2014,8649,Manual,45379,Petrol,145,47.9,1.6,black
14570, Focus,2017,11599,Automatic,22436,Petrol,145,51.4,1.0,black
14571, Mondeo,2015,9361,Manual,69894,Diesel,20,68.9,2.0,yellow
14572, Mondeo,2016,9362,Manual,65799,Diesel,0,78.5,1.5,white
14573, Focus,2019,18999,Automatic,4146,Petrol,145,47.9,1.5,red
14574, Focus,2016,9499,Manual,62664,Diesel,0,74.3,1.5,gray
14575, Fiesta,2015,9999,Manual,29469,Petrol,145,47.9,1.6,silver
14576, Focus,2015,13084,Manual,40807,Petrol,200,41.5,2.0,gray
14577, Mondeo,2016,9999,Manual,54955,Diesel,0,78.5,1.5,green
14578, C-MAX,2016,10999,Automatic,11313,Diesel,20,64.2,1.5,gray
14579, Fiesta,2012,4852,Manual,61350,Diesel,0,68.9,1.6,green
14580, Kuga,2019,17623,Manual,8978,Diesel,145,45.6,1.5,silver
14581, Fiesta,2016,9907,Manual,19519,Petrol,0,65.7,1.0,red
14582, Fiesta,2016,7935,Manual,45018,Petrol,0,65.7,1.0,gray
14583, Fiesta,2018,11913,Manual,18639,Petrol,145,62.8,1.0,orange
14584, Fiesta,2013,6913,Manual,41148,Petrol,0,65.7,1.0,orange
14585, Focus,2016,13815,Manual,48628,Diesel,20,67.3,2.0,silver
14586, Fiesta,2017,10999,Manual,16613,Petrol,145,62.8,1.0,red
14587, KA,2010,3995,Manual,33563,Petrol,30,55.4,1.2,blue
14588, Kuga,2017,15995,Automatic,46210,Diesel,145,54.3,2.0,silver
14589, Focus,2015,12787,Manual,39772,Diesel,20,67.3,2.0,silver
14590, Galaxy,2017,17999,Manual,35495,Diesel,125,56.5,2.0,white
14591, Fiesta,2016,8699,Manual,7973,Petrol,0,65.7,1.0,red
14592, Fiesta,2016,7147,Manual,32780,Petrol,0,65.7,1.0,red
14593, Fiesta,2014,6934,Manual,42020,Petrol,0,65.7,1.0,gray
14594, Fiesta,2016,9999,Manual,14063,Petrol,0,65.7,1.0,blue
14595, Fiesta,2013,6540,Manual,27550,Petrol,30,54.3,1.2,black
14596, Fiesta,2016,8244,Manual,19453,Diesel,0,78.5,1.5,black
14597, Focus,2016,9545,Automatic,33190,Diesel,20,67.3,1.5,white
14598, Focus,2016,22499,Manual,21000,Petrol,235,36.7,2.3,red
14599, B-MAX,2013,6992,Automatic,32482,Petrol,160,44.1,1.6,green
14600, Grand C-MAX,2016,9834,Manual,32151,Diesel,30,64.2,1.5,red
14601, Focus,2017,17098,Manual,22431,Diesel,145,67.3,2.0,blue
14602, C-MAX,2016,8599,Manual,22517,Diesel,20,68.9,1.5,yellow
14603, Mondeo,2018,13999,Automatic,39993,Diesel,145,45.6,2.0,green
14604, B-MAX,2013,7349,Automatic,9595,Petrol,160,44.1,1.6,silver
14605, S-MAX,2016,14331,Automatic,33230,Diesel,125,52.3,2.0,blue
14606, Focus,2016,9491,Manual,30380,Diesel,0,74.3,1.5,blue
14607, EcoSport,2016,8199,Manual,33196,Petrol,160,44.8,1.5,blue
14608, Fiesta,2014,5899,Manual,46314,Petrol,30,54.3,1.2,blue
14609, Fiesta,2014,7132,Manual,29639,Petrol,30,54.3,1.2,white
14610, Fiesta,2017,10449,Manual,17468,Diesel,0,78.5,1.5,red
14611, Mondeo,2015,11275,Manual,32508,Diesel,20,68.9,2.0,red
14612, Focus,2017,12499,Manual,52492,Petrol,145,50.4,1.5,orange
14613, Fiesta,2016,9299,Manual,18328,Diesel,0,88.3,1.5,red
14614, Fiesta,2016,8105,Manual,32268,Petrol,0,65.7,1.0,yellow
14615, Kuga,2017,16399,Manual,39967,Diesel,145,54.3,2.0,green
14616, Fiesta,2017,7763,Manual,29435,Petrol,145,54.3,1.2,red
14617, Focus,2014,11318,Manual,40402,Petrol,235,39.2,2.0,green
14618, Fiesta,2014,6790,Manual,60918,Petrol,0,65.7,1.0,white
14619, Focus,2019,19000,Automatic,5310,Petrol,145,46.3,1.5,silver
14620, Fiesta,2016,9995,Manual,22607,Petrol,0,65.7,1.0,yellow
14621, KA,2014,3918,Manual,40150,Petrol,30,57.7,1.2,black
14622, Fiesta,2014,9293,Manual,33872,Petrol,150,47.9,1.6,yellow
14623, Fiesta,2012,4431,Manual,41485,Diesel,0,76.4,1.6,blue
14624, Kuga,2016,13919,Manual,45000,Diesel,125,60.1,2.0,silver
14625, Fiesta,2018,10999,Manual,31620,Diesel,145,58.9,1.5,silver
14626, Focus,2018,13449,Manual,15250,Petrol,145,57.7,1.0,black
14627, B-MAX,2017,8399,Manual,19913,Petrol,145,47.1,1.4,blue
14628, Focus,2017,18199,Manual,13000,Petrol,145,41.5,2.0,white
14629, Focus,2017,11999,Manual,26973,Petrol,145,57.7,1.0,gray
14630, Focus,2019,18700,Automatic,3095,Diesel,145,64.2,2.0,silver
14631, Fiesta,2016,7825,Manual,22502,Petrol,0,65.7,1.0,yellow
14632, Focus,2019,15510,Manual,1786,Petrol,145,58.9,1.0,silver
14633, Focus,2017,12012,Manual,20621,Petrol,145,57.7,1.0,white
14634, EcoSport,2017,9893,Manual,39888,Petrol,125,52.3,1.0,red
14635, Fiesta,2019,14652,Manual,20059,Petrol,145,40.3,1.5,orange
14636, Fiesta,2015,7511,Manual,46243,Diesel,0,78.5,1.5,blue
14637, Focus,2019,17999,Automatic,3521,Diesel,145,64.2,2.0,red
14638, Edge,2016,19900,Automatic,22188,Diesel,200,47.9,2.0,black
14639, Fiesta,2016,7891,Manual,15543,Petrol,125,54.3,1.2,black
14640, B-MAX,2014,7376,Automatic,41976,Petrol,160,44.1,1.6,gray
14641, Fiesta,2016,8344,Manual,19648,Petrol,0,65.7,1.0,blue
14642, Focus,2015,9610,Manual,50332,Petrol,125,51.4,1.5,orange
14643, Grand C-MAX,2016,9709,Manual,45690,Diesel,30,64.2,1.5,blue
14644, Fiesta,2014,7731,Manual,26822,Petrol,0,65.7,1.0,green
14645, Focus,2015,10295,Manual,23742,Diesel,0,74.3,1.5,orange
14646, Galaxy,2017,17999,Manual,32910,Diesel,125,56.5,2.0,gray
14647, Fiesta,2018,10999,Manual,30295,Petrol,145,65.7,1.0,yellow
14648, Mustang,2018,25000,Manual,21632,Petrol,145,35.3,2.3,silver
14649, B-MAX,2016,9186,Manual,19659,Diesel,0,74.4,1.5,red
14650, Focus,2017,12295,Manual,23016,Petrol,145,51.4,1.5,blue
14651, Focus,2017,10999,Manual,13671,Petrol,145,60.1,1.0,orange
14652, Focus,2017,12120,Manual,16853,Petrol,145,57.7,1.0,gray
14653, Focus,2018,12499,Manual,17330,Diesel,145,74.3,1.5,red
14654, Focus,2015,7899,Manual,60482,Diesel,0,74.3,1.5,gray
14655, Focus,2017,11999,Manual,20310,Diesel,145,74.3,1.5,white
14656, Focus,2016,15749,Manual,19664,Petrol,200,41.5,2.0,black
14657, Focus,2019,17699,Automatic,3252,Diesel,145,64.2,2.0,gray
14658, Fiesta,2019,16399,Manual,6937,Petrol,145,40.3,1.5,red
14659, Fiesta,2017,9360,Manual,25438,Petrol,0,65.7,1.0,red
14660, Focus,2017,11500,Manual,2481,Petrol,145,60.1,1.0,silver
14661, Grand C-MAX,2018,13999,Automatic,9377,Diesel,145,51.4,1.5,orange
14662, Focus,2018,12204,Manual,22688,Petrol,145,57.7,1.0,blue
14663, Focus,2017,11389,Manual,36608,Diesel,145,74.3,1.5,orange
14664, Grand C-MAX,2016,10799,Manual,13967,Diesel,30,64.2,1.5,orange
14665, Focus,2016,9499,Manual,31309,Petrol,20,60.1,1.0,black
14666, Focus,2019,19500,Automatic,1520,Diesel,145,64.2,2.0,yellow
14667, Focus,2017,9995,Manual,34040,Diesel,0,74.3,1.5,yellow
14668, Mondeo,2018,14399,Automatic,29462,Diesel,145,45.6,2.0,blue
14669, Fiesta,2013,5448,Manual,66471,Petrol,30,54.3,1.2,blue
14670, Kuga,2019,16399,Manual,12689,Petrol,145,39.2,1.5,red
14671, Fiesta,2017,9499,Manual,17378,Petrol,145,65.7,1.0,silver
14672, Kuga,2017,16999,Manual,16644,Diesel,145,60.1,2.0,white
14673, Fiesta,2014,8299,Manual,60002,Petrol,145,47.9,1.6,green
14674, Focus,2016,8899,Manual,49470,Diesel,0,74.3,1.5,orange
